[2010-03-06 23:30] [IC: Local Do] * What does Troy see? *      ((LaTroy Linus))
[2010-03-07 16:59] [IC: Local Do] * Yes *      ((Nathan Spencer))
[2010-03-07 16:59] [IC: Local Do] * His left rib is damaged *      ((Nathan Spencer))
[2010-03-07 17:00] [IC: Local Do] * you can see a small white english bulldog puppie sleeping on the backseats *      ((Caesar Vasquez))
[2010-03-07 17:00] [IC: Local Do] * Is the image whitened out? (Pneumothorax) *      ((Jick Nick))
[2010-03-07 17:00] [IC: Local Do] * windows are down? *      ((Marshal Carfield))
[2010-03-07 17:00] [IC: Local Do] * Yes. *      ((Nathan Spencer))
[2010-03-07 17:02] [IC: Local Do] * You can see a small white english bulldog puppie sleeping on the backseat *      ((Caesar Vasquez))
[2010-03-07 17:04] [IC: Local Do] * Does the air and blood flow out into the tube? *      ((Jick Nick))
[2010-03-07 17:04] [IC: Local Do] * Yes. *      ((Nathan Spencer))
[2010-03-07 17:05] [IC: Local Do] * The air and blood accumulates in the water, preventing it from going back up *      ((Jick Nick))
[2010-03-07 17:05] [IC: Local Do] * Which side is it on? *      ((Jick Nick))
[2010-03-07 17:05] [IC: Local Do] * Left side. *      ((Nathan Spencer))
[2010-03-07 17:06] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:08] [IC: Local Do] * Is the rib visible? *      ((Jick Nick))
[2010-03-07 17:08] [IC: Local Do] * Yes. *      ((Nathan Spencer))
[2010-03-07 17:08] [IC: Local Do] * Has it punctured the lung? *      ((Jick Nick))
[2010-03-07 17:08] [IC: Local Do] * No. *      ((Nathan Spencer))
[2010-03-07 17:08] [IC: Local Do] * So the lung tissue teared due to the pressure, causing a pneumothorax? *      ((Jick Nick))
[2010-03-07 17:08] [IC: Local Do] * I guess so. *      ((Nathan Spencer))
[2010-03-07 17:08] [IC: Local Do] * How severe is the tear? *      ((Jick Nick))
[2010-03-07 17:09] [IC: Local Do] * Not really that severe. *      ((Nathan Spencer))
[2010-03-07 17:09] [IC: Local Do] * She is clearly out of breath *      ((Carol Andersson))
[2010-03-07 17:09] [IC: Local Do] * Is it severe upto the point to require suture? *      ((Jick Nick))
[2010-03-07 17:09] [IC: Local Do] * No. *      ((Nathan Spencer))
[2010-03-07 17:09] [IC: Local Do] * The rib's damage. How severe and what type is it? *      ((Jick Nick))
[2010-03-07 17:10] [IC: Local Do] * The left rib is damaged pretty bad. *      ((Nathan Spencer))
[2010-03-07 17:10] [IC: Local Do] * Cracked. *      ((Nathan Spencer))
[2010-03-07 17:12] [IC: Local Do] * Am I supposed to wake up? *      ((Nathan Spencer))
[2010-03-07 17:12] [IC: Local Do] * If you want to, though the pain won't be too enjoyable. *      ((Jick Nick))
[2010-03-07 17:13] [IC: Local Do] * 6 sutures, whatever. *      ((Jick Nick))
[2010-03-07 17:14] [IC: Local Do] * Locket. *      ((Leonardo Riba))
[2010-03-07 17:14] [IC: Local Do] * 1/3 *      ((Vladimir Burin))
[2010-03-07 17:14] [IC: Local Do] * 2/3 *      ((Vladimir Burin))
[2010-03-07 17:14] [IC: Local Do] * 3/3 *      ((Vladimir Burin))
[2010-03-07 17:15] [IC: Local Do] * ((fail)) *      ((Jerry Miller))
[2010-03-07 17:16] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 17:18] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:21] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 17:21] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:22] [IC: Local Do] * windows are half down *      ((Marshal Carfield))
[2010-03-07 17:24] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 17:30] [IC: Local Do] * forms a "E","B","D" with his fingers and throws it in the air *      ((Adam Benjamin))
[2010-03-07 17:32] [IC: Local Do] * you can hear loud music from car *      ((Daniel Goldford))
[2010-03-07 17:33] [IC: Local Do] * windows down *      ((Carol Andersson))
[2010-03-07 17:34] [IC: Local Do] * is patting the man down *      ((Robert Jenkins))
[2010-03-07 17:34] [IC: Local Do] * Yes *      ((Marshal Carfield))
[2010-03-07 17:34] [IC: Local Do] * diablo starts barking as he sees Caesar entering the room *      ((Caesar Vasquez))
[2010-03-07 17:34] [IC: Local Do] * Windows rolled down? *      ((Nathan Spencer))
[2010-03-07 17:34] [IC: Local Do] * no *      ((Jack Quinn))
[2010-03-07 17:34] [IC: Local Do] * Diablo runs out jumping up at Caesar out of joy *      ((Caesar Vasquez))
[2010-03-07 17:34] [IC: Local Do] * no resistance as you were tased. *      ((Robert Jenkins))
[2010-03-07 17:35] [IC: Local Do] * Diablo follows Caesar *      ((Caesar Vasquez))
[2010-03-07 17:35] [IC: Local Do] * clock *      ((Robert Jenkins))
[2010-03-07 17:35] [IC: Local Do] * The door opens, you see diablo crossing out of the building *      ((Caesar Vasquez))
[2010-03-07 17:35] [IC: Local Do] * Windows down *      ((Rico Martinez))
[2010-03-07 17:36] [IC: Local Do] * Diablo runs back to Caesar, still shaking his small tail *      ((Caesar Vasquez))
[2010-03-07 17:36] [IC: Local Do] * Diablo follows Caesar *      ((Caesar Vasquez))
[2010-03-07 17:37] [IC: Local Do] * You see a small white english bulldog puppie walking after Caesar *      ((Caesar Vasquez))
[2010-03-07 17:38] [IC: Local Do] * Splashed water all over the shore on patrick *      ((Carol Andersson))
[2010-03-07 17:38] [IC: Local Do] * What color is diablo ? *      ((Leonardo Riba))
[2010-03-07 17:38] [IC: Local Do] * White *      ((Caesar Vasquez))
[2010-03-07 17:39] [IC: Local Do] * Diablo runs around sniffing everyones pants *      ((Caesar Vasquez))
[2010-03-07 17:39] [IC: Local Do] * Window down ? *      ((John Fordson))
[2010-03-07 17:39] [IC: Local Do] * Yes *      ((Marshal Carfield))
[2010-03-07 17:40] [IC: Local Do] * Diablo runs after Caesar *      ((Caesar Vasquez))
[2010-03-07 17:40] [IC: Local Do] * I am on ellis shoulder *      ((Leonardo Riba))
[2010-03-07 17:41] [IC: Local Do] * diablo crosses at the basketball when he sees it and starts playing with it *      ((Caesar Vasquez))
[2010-03-07 17:42] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:42] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:42] [IC: Local Do] * s/f? *      ((Razvan Tutu))
[2010-03-07 17:42] [IC: Local Do] * suceeds *      ((Robert Jenkins))
[2010-03-07 17:43] [IC: Local Do] * Windows down *      ((Rico Martinez))
[2010-03-07 17:43] [IC: Local Do] * Is there 2 planks on the truck? *      ((Johnny Winslow))
[2010-03-07 17:43] [IC: Local Do] * Yes *      ((Roano Vega))
[2010-03-07 17:44] [IC: Local Do] * What is Diablo doing at the moment? *      ((Santiago Cortez))
[2010-03-07 17:44] [IC: Local Do] * He's playing with the basketball *      ((Caesar Vasquez))
[2010-03-07 17:45] [IC: Local Do] * I said suceed.. *      ((Robert Jenkins))
[2010-03-07 17:46] [IC: Local Do] * You see a small white english bulldog puppie playing with the basketball *      ((Caesar Vasquez))
[2010-03-07 17:50] [IC: Local Do] * You see diablo on my legs, I am caressing him. *      ((Leonardo Riba))
[2010-03-07 17:50] [IC: Local Do] * YOu see a sall wooden box in the trunk *      ((Vincenzo Corleone))
[2010-03-07 17:50] [IC: Local Do] * Diablo, is a dog. *      ((Leonardo Riba))
[2010-03-07 17:50] [IC: Local Do] * you see some clips there. *      ((Vincenzo Corleone))
[2010-03-07 17:50] [IC: Local Do] * 2 clips* *      ((Vincenzo Corleone))
[2010-03-07 17:51] [IC: Local Do] * You see Caesar holding a brown paper bag *      ((Caesar Vasquez))
[2010-03-07 17:51] [IC: Local Do] * you see another AK with one clip in the trunk. *      ((Vincenzo Corleone))
[2010-03-07 17:51] [IC: Local Do] * What is Diablo doing now? *      ((Caesar Vasquez))
[2010-03-07 17:51] [IC: Local Do] * He is sitting onmy leg. *      ((Leonardo Riba))
[2010-03-07 17:51] [IC: Local Do] * suceeds *      ((Robert Jenkins))
[2010-03-07 17:52] [IC: Local Do] * fails , Razvan Struggles *      ((Razvan Tutu))
[2010-03-07 17:52] [IC: Local Do] * Marlboro reds *      ((Santiago Cortez))
[2010-03-07 17:53] [IC: Local Do] * Diablo jumps of Leonardos leg as Caesar takes a seat on the couch *      ((Caesar Vasquez))
[2010-03-07 17:53] [IC: Local Do] * on head *      ((Vincenzo Corleone))
[2010-03-07 17:53] [IC: Local Do] * He takes a seat between Caesar and Leonardo, yawning *      ((Caesar Vasquez))
[2010-03-07 17:53] [IC: Local Do] * my hands are on the car. *      ((John Ginger))
[2010-03-07 17:54] [IC: Local Do] * the collision was light *      ((Mauricio Romero))
[2010-03-07 17:54] [IC: Local Do] * Caesar has short hair,a short shaven beard. He wears a blue fedora hat,blue shirt and gray jeans. *      ((Caesar Vasquez))
[2010-03-07 17:57] [IC: Local Do] * Diablo runs from the couches to Caesar jumping and jumps against his legs *      ((Caesar Vasquez))
[2010-03-07 17:57] [IC: Local Do] * Diablo looks up at Eduardo, slowly walking towards him *      ((Caesar Vasquez))
[2010-03-07 17:58] [IC: Local Do] * Diablo starts sniffing his pants *      ((Caesar Vasquez))
[2010-03-07 17:59] [IC: Local Do] * Diablo is a small white english bulldog puppy *      ((Caesar Vasquez))
[2010-03-07 18:00] [IC: Local Do] * Diablo quikcly runs to Caesar sitting nexto him *      ((Caesar Vasquez))
[2010-03-07 18:01] [IC: Local Do] * Diablo sniffs teh ground, walking towards the corner of the building behind Fernando *      ((Caesar Vasquez))
[2010-03-07 18:02] [IC: Local Do] * Diablo lifts his leg and starts pissing against the wall *      ((Caesar Vasquez))
[2010-03-07 18:02] [IC: Local Do] * Window is down *      ((Sarah Paterno))
[2010-03-07 18:02] [IC: Local Do] * Windows *      ((Rico Martinez))
[2010-03-07 18:07] [IC: Local Do] * Windows? *      ((Eli Carter))
[2010-03-07 18:15] [IC: Local Do] * Diablo sitting between Caesar's legs, with his tongue out of his mouth *      ((Caesar Vasquez))
[2010-03-07 18:18] [IC: Local Do] * windows down? *      ((Richard Williams))
[2010-03-07 18:18] [IC: Local Do] * Yes *      ((Roano Vega))
[2010-03-07 18:21] [IC: Local Do] * The car's windows are up and tinted black. *      ((Richard Williams))
[2010-03-07 18:22] [IC: Local Do] * windows down? *      ((Richard Williams))
[2010-03-07 18:22] [IC: Local Do] * yes *      ((Matt Callahan))
[2010-03-07 18:22] [IC: Local Do] * Window down *      ((Carl Lastovskis))
[2010-03-07 18:27] [IC: Local Do] * the ticket says: $ 1500 fine for BZR violation, Speeding, causing car crash with police crui *      ((Mauricio Romero))
[2010-03-07 18:27] [IC: Local Do] * cruiser *      ((Mauricio Romero))
[2010-03-07 18:27] [IC: Local Do] * 10 Minutes later *      ((Johnny Winslow))
[2010-03-07 18:30] [IC: Local Do] * You can see a small white english bulldog puppy standing nexto Caesar *      ((Caesar Vasquez))
[2010-03-07 18:30] [IC: Local Do] * Rofl *      ((Carlos Montana))
[2010-03-07 18:30] [IC: Local Do] * Diablo starts growling at Timothy *      ((Caesar Vasquez))
[2010-03-07 18:30] [IC: Local Do] * window is down *      ((Jimmy Sanders))
[2010-03-07 18:31] [IC: Local Do] * She starts breathing a little faster, deeper. *      ((Aylena Kuznetsova))
[2010-03-07 18:31] [IC: Local Do] * Lound gangster rap is coming out of the car *      ((Jimmy Sanders))
[2010-03-07 18:31] [IC: Local Do] * what song is it? *      ((Eli Carter))
[2010-03-07 18:32] [IC: Local Do] * Diablos licks Carlos fingers *      ((Eduardo Gomez))
[2010-03-07 18:32] [IC: Local Do] * Her eyes quiver, she downs her hands and grasps into Mikhails shirt, trying to turn him *      ((Aylena Kuznetsova))
[2010-03-07 18:33] [IC: Local Do] * whilst pressing herself up against Mikhail. *      ((Aylena Kuznetsova))
[2010-03-07 18:33] [IC: Local Do] * What song is it? *      ((Eli Carter))
[2010-03-07 18:33] [IC: Local Do] * Dr dre - Still dre *      ((Jimmy Sanders))
[2010-03-07 18:34] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:34] [IC: Local Do] * then once faster, starting to kiss. *      ((Aylena Kuznetsova))
[2010-03-07 18:35] [IC: Local Do] * Diablo follows Caesar *      ((Caesar Vasquez))
[2010-03-07 18:38] [IC: Local Do] * Diablo starts sniffing the seat, and lays down, yawning *      ((Caesar Vasquez))
[2010-03-07 18:38] [IC: Local Do] * sucseds *      ((Ray Jerome))
[2010-03-07 18:38] [IC: Local Do] * Is he cuffed? *      ((Eli Carter))
[2010-03-07 18:39] [IC: Local Do] * Succes ? *      ((Joseph Carter))
[2010-03-07 18:39] [IC: Local Do] * yes *      ((Ray Jerome))
[2010-03-07 18:39] [IC: Local Do] * it says 45112. *      ((Clyde Sharow))
[2010-03-07 18:39] [IC: Local Do] * Filled with purple drank *      ((Joseph McVey))
[2010-03-07 18:40] [IC: Local Do] * how it smell ? *      ((Drake Jonson))
[2010-03-07 18:40] [IC: Local Do] * Grape *      ((Joseph McVey))
[2010-03-07 18:40] [IC: Local Do] * Grape Cough syrup *      ((Joseph McVey))
[2010-03-07 18:40] [IC: Local Do] * It tastes okay. *      ((Joseph McVey))
[2010-03-07 18:41] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:41] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:41] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:41] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:41] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 18:41] [IC: Local Do] * Rply im black *      ((Joseph Carter))
[2010-03-07 18:42] [IC: Local Do] * Does he got his PD badge on? *      ((Clyde Sharow))
[2010-03-07 18:42] [IC: Local Do] * the ramp is in the burritto *      ((Greg Norris))
[2010-03-07 18:42] [IC: Local Do] * no *      ((Matt McRae))
[2010-03-07 18:44] [IC: Local Do] * accpets the dap *      ((Raymond Straight))
[2010-03-07 18:45] [IC: Local Do] * you can see gray bandana hanging out from drakes pocket *      ((Drake Jonson))
[2010-03-07 18:45] [IC: Local Do] * you can see big scar on drakes face *      ((Drake Jonson))
[2010-03-07 18:47] [IC: Local Do] * The bike falls on jimmy *      ((Greg Norris))
[2010-03-07 18:48] [IC: Local Do] * Oh fine. *      ((Jimmy Jones))
[2010-03-07 18:50] [IC: Local Do] * you can ear the nature and the birds signing *      ((Matt McRae))
[2010-03-07 18:50] [IC: Local Do] * The skulls are directly over the stab scars on his neck *      ((Mikhail Strogov))
[2010-03-07 18:51] [IC: Local Do] * The bike rolls slowly down the ramp *      ((Greg Norris))
[2010-03-07 18:52] [IC: Local Do] * is knocked out *      ((Nathan Garcia))
[2010-03-07 18:52] [IC: Local Do] * succeds *      ((Nathan Garcia))
[2010-03-07 18:53] [IC: Local Do] * The garage door opens *      ((Greg Norris))
[2010-03-07 18:53] [IC: Local Do] * the engine starts *      ((Kathrine Fields))
[2010-03-07 18:54] [IC: Local Do] * 1/2 of it *      ((Caesar Vasquez))
[2010-03-07 18:54] [IC: Local Do] * whimpering a little. *      ((Aylena Kuznetsova))
[2010-03-07 18:56] [IC: Local Do] * you seea Colt.45 in it. *      ((Vincenzo Corleone))
[2010-03-07 19:18] [IC: Local Do] * windows down *      ((Mauricio Romero))
[2010-03-07 19:20] [IC: Local Do] * Succes? *      ((John Fendal))
[2010-03-07 19:20] [IC: Local Do] * fail door locked *      ((Paddy Felds))
[2010-03-07 19:21] [IC: Local Do] * She has a shoulder holster, leg holster, earpiece and radio attached *      ((Katy Clark))
[2010-03-07 19:23] [IC: Local Do] * Earpiece, holsters on ground *      ((Katy Clark))
[2010-03-07 19:24] [IC: Local Do] * windows down *      ((Mauricio Romero))
[2010-03-07 19:24] [IC: Local Do] * Does he goes too? *      ((Katy Clark))
[2010-03-07 19:24] [IC: Local Do] * Yes. *      ((Tom Clark))
[2010-03-07 19:26] [IC: Local Do] * succed *      ((Paddy Felds))
[2010-03-07 19:26] [IC: Local Do] * succed *      ((Paddy Felds))
[2010-03-07 19:27] [IC: Local Do] * You are now cuffed *      ((Eli Carter))
[2010-03-07 19:27] [IC: Local Do] * succed *      ((Paddy Felds))
[2010-03-07 19:28] [IC: Local Do] * cellphone wallet and radio found *      ((Paddy Felds))
[2010-03-07 19:28] [IC: Local Do] * You can notice Nathan's face getting a little grumpy *      ((Nathan Spencer))
[2010-03-07 19:28] [IC: Local Do] * succed ? *      ((Drake Jonson))
[2010-03-07 19:28] [IC: Local Do] * 3 *      ((Drake Jonson))
[2010-03-07 19:28] [IC: Local Do] * 2 *      ((Drake Jonson))
[2010-03-07 19:28] [IC: Local Do] * 1 *      ((Drake Jonson))
[2010-03-07 19:29] [IC: Local Do] * Fight *      ((Drake Jonson))
[2010-03-07 19:29] [IC: Local Do] * Doesnt cuts anything or like maniac would do. *      ((Katy Clark))
[2010-03-07 19:29] [IC: Local Do] * Earl is seating at the back of the bike. *      ((Earl Peterson))
[2010-03-07 19:30] [IC: Local Do] * 1/5 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 2/5 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 3/5 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 4/5 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 5/5 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * Shirt cut off *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 1/3 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 2/4 *      ((Katy Clark))
[2010-03-07 19:30] [IC: Local Do] * 3/3 *      ((Katy Clark))
[2010-03-07 19:31] [IC: Local Do] * 1/3 *      ((Katy Clark))
[2010-03-07 19:31] [IC: Local Do] * 2/3 *      ((Katy Clark))
[2010-03-07 19:31] [IC: Local Do] * 3/3 *      ((Katy Clark))
[2010-03-07 19:31] [IC: Local Do] * what he has still on? *      ((Katy Clark))
[2010-03-07 19:31] [IC: Local Do] * Pants, socks.. *      ((Tom Clark))
[2010-03-07 19:32] [IC: Local Do] * Black leather belts, grey leather jacket and a white bandana. *      ((Earl Peterson))
[2010-03-07 19:32] [IC: Local Do] * every clothe almost cut off *      ((Katy Clark))
[2010-03-07 19:32] [IC: Local Do] * wait, pants? *      ((Katy Clark))
[2010-03-07 19:32] [IC: Local Do] * didnt i just cut it? *      ((Katy Clark))
[2010-03-07 19:32] [IC: Local Do] * Underwear. *      ((Tom Clark))
[2010-03-07 19:34] [IC: Local Do] * Thomas wearing helmet? *      ((Joaquin Ramos))
[2010-03-07 19:35] [IC: Local Do] * I succed ? *      ((Leonardo Riba))
[2010-03-07 19:36] [IC: Local Do] * almost near Tom's stomach *      ((Katy Clark))
[2010-03-07 19:37] [IC: Local Do] * Jeffrey doesn't laugh but chuckle *      ((Timothy York))
[2010-03-07 19:37] [IC: Local Do] * It stucks in the white wall. *      ((Katy Clark))
[2010-03-07 19:37] [IC: Local Do] * You can see Drake's holding two gray bandanas *      ((Drake Jonson))
[2010-03-07 19:38] [IC: Local Do] * Success, after that, LaTroy attempts to right-hook Timothy in the face, really hard. *      ((LaTroy Linus))
[2010-03-07 19:39] [IC: Local Do] * Does my foot land into your stomach , or does it miss? *      ((Nathan Spencer))
[2010-03-07 19:39] [IC: Local Do] * Uh, hold on. *      ((LaTroy Linus))
[2010-03-07 19:39] [IC: Local Do] * you still hear katy laughing *      ((Katy Clark))
[2010-03-07 19:39] [IC: Local Do] * 1/3 *      ((Vladimir Burin))
[2010-03-07 19:39] [IC: Local Do] * 2/3 *      ((Vladimir Burin))
[2010-03-07 19:39] [IC: Local Do] * 3/3 *      ((Vladimir Burin))
[2010-03-07 19:39] [IC: Local Do] * Yeah, you do, LaTroy falls backwards. *      ((LaTroy Linus))
[2010-03-07 19:39] [IC: Local Do] * success ? *      ((Mauricio Romero))
[2010-03-07 19:40] [IC: Local Do] * succeeds with breaking the window with his fist ? *      ((Mauricio Romero))
[2010-03-07 19:40] [IC: Local Do] * Is diablo on you = *      ((Leonardo Riba))
[2010-03-07 19:40] [IC: Local Do] * No, he's at home in his dog cage *      ((Caesar Vasquez))
[2010-03-07 19:41] [IC: Local Do] * boom lowers *      ((Paddy Felds))
[2010-03-07 19:41] [IC: Local Do] * Cuffs don't break or anything. *      ((Tom Clark))
[2010-03-07 19:42] [IC: Local Do] * attached *      ((Paddy Felds))
[2010-03-07 19:42] [IC: Local Do] * boom raises *      ((Paddy Felds))
[2010-03-07 19:42] [IC: Local Do] * with the car *      ((Paddy Felds))
[2010-03-07 19:42] [IC: Local Do] * You can see a gray bandana hanging out of Paul's right pocket. *      ((Paul Methric))
[2010-03-07 19:42] [IC: Local Do] * Nathan hits his stomach. *      ((LaTroy Linus))
[2010-03-07 19:43] [IC: Local Do] * offers handshake *      ((Ashley Greene))
[2010-03-07 19:43] [IC: Local Do] * You catch Nathan on guard as only one punch succeeds *      ((Nathan Spencer))
[2010-03-07 19:43] [IC: Local Do] * accepts *      ((Micheal Porfield))
[2010-03-07 19:43] [IC: Local Do] * Cuffs wont break *      ((Katy Clark))
[2010-03-07 19:43] [IC: Local Do] * Succeds , Nathan crumbles *      ((Nathan Spencer))
[2010-03-07 19:43] [IC: Local Do] * some beer misses his mouth and rolls down his beard *      ((Greg Norris))
[2010-03-07 19:44] [IC: Local Do] * Mine first, Nath. *      ((LaTroy Linus))
[2010-03-07 19:44] [IC: Local Do] * Is earpiece close to Tom? *      ((Tom Clark))
[2010-03-07 19:44] [IC: Local Do] * boom lowers *      ((Paddy Felds))
[2010-03-07 19:44] [IC: Local Do] * Yes. *      ((Katy Clark))
[2010-03-07 19:44] [IC: Local Do] * On bed *      ((Katy Clark))
[2010-03-07 19:44] [IC: Local Do] * The punch hits him , as he steps back a little *      ((Nathan Spencer))
[2010-03-07 19:44] [IC: Local Do] * Succeeds? *      ((Tom Clark))
[2010-03-07 19:44] [IC: Local Do] * Timothy succeeds and then Troy leans backwards and then spins towards his left. *      ((LaTroy Linus))
[2010-03-07 19:44] [IC: Local Do] * Succeds *      ((Katy Clark))
[2010-03-07 19:44] [IC: Local Do] * But radio is turned off, *      ((Katy Clark))
[2010-03-07 19:45] [IC: Local Do] * Its on ground *      ((Katy Clark))
[2010-03-07 19:45] [IC: Local Do] * You see Haruki with gloves. *      ((Haruki Kenshi))
[2010-03-07 19:45] [IC: Local Do] * Windows down *      ((Rico Martinez))
[2010-03-07 19:46] [IC: Local Do] * Maybe even hitting his teeth out. *      ((LaTroy Linus))
[2010-03-07 19:46] [IC: Local Do] * I catch you off guard , remember that. *      ((Nathan Spencer))
[2010-03-07 19:46] [IC: Local Do] * Nathan succeeds anyhow. *      ((LaTroy Linus))
[2010-03-07 19:47] [IC: Local Do] * Windows Down *      ((Rico Martinez))
[2010-03-07 19:47] [IC: Local Do] * Is there any of the stuff close to Tom? *      ((Tom Clark))
[2010-03-07 19:47] [IC: Local Do] * Bedside cabinet. *      ((Katy Clark))
[2010-03-07 19:47] [IC: Local Do] * a gun holster, knife holster *      ((Katy Clark))
[2010-03-07 19:48] [IC: Local Do] * Can Tom reach bedside cabinet? *      ((Tom Clark))
[2010-03-07 19:48] [IC: Local Do] * Yes. *      ((Katy Clark))
[2010-03-07 19:48] [IC: Local Do] * Succeeds? *      ((Tom Clark))
[2010-03-07 19:48] [IC: Local Do] * paddy is wearing a pair of ball shorts a blue shirt and a white shirtunderneath, he has a naval style haircut *      ((Paddy Felds))
[2010-03-07 19:48] [IC: Local Do] * Succeds, he takes knife *      ((Katy Clark))
[2010-03-07 19:49] [IC: Local Do] * the engine starts. *      ((Jack Stone))
[2010-03-07 19:49] [IC: Local Do] * Nathan hits LaTroy and shit.. LaTroy falls back, stumbling, but standing. *      ((LaTroy Linus))
[2010-03-07 19:50] [IC: Local Do] * Fails, ball goes out. *      ((Joaquin Ramos))
[2010-03-07 19:50] [IC: Local Do] * him. *      ((LaTroy Linus))
[2010-03-07 19:51] [IC: Local Do] * You get kicked in the stomach ; Nathan doesn't get hit *      ((Nathan Spencer))
[2010-03-07 19:51] [IC: Local Do] * I meant like.. *      ((LaTroy Linus))
[2010-03-07 19:51] [IC: Local Do] * When you just run to me, and I jump to you and hit you. *      ((LaTroy Linus))
[2010-03-07 19:51] [IC: Local Do] * You can see Beretta in Mike's wasteline *      ((Mike Taylor))
[2010-03-07 19:51] [IC: Local Do] * And when you jump , i bust a knee into your stomach *      ((Nathan Spencer))
[2010-03-07 19:51] [IC: Local Do] * K. *      ((LaTroy Linus))
[2010-03-07 19:51] [IC: Local Do] * The ball doesn't reach it *      ((Caesar Vasquez))
[2010-03-07 19:51] [IC: Local Do] * Anny ressistance? *      ((Nathan Spencer))
[2010-03-07 19:52] [IC: Local Do] * Success, but then he raises his left hand towards Nathan's hand. *      ((LaTroy Linus))
[2010-03-07 19:52] [IC: Local Do] * I first kicked you in the stomach , so you've been kinda stopped... *      ((Nathan Spencer))
[2010-03-07 19:52] [IC: Local Do] * 1/6 *      ((Vladimir Burin))
[2010-03-07 19:52] [IC: Local Do] * 2/6 *      ((Vladimir Burin))
[2010-03-07 19:52] [IC: Local Do] * 3/6 *      ((Vladimir Burin))
[2010-03-07 19:52] [IC: Local Do] * 4/6 *      ((Vladimir Burin))
[2010-03-07 19:52] [IC: Local Do] * Succed ! *      ((Leonardo Riba))
[2010-03-07 19:52] [IC: Local Do] * 5/6 *      ((Vladimir Burin))
[2010-03-07 19:52] [IC: Local Do] * 6/6 *      ((Vladimir Burin))
[2010-03-07 19:53] [IC: Local Do] * Yeah, but since.. Yeah, I got hit again .. *      ((LaTroy Linus))
[2010-03-07 19:53] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 19:53] [IC: Local Do] * The airbag pop up *      ((James McReary))
[2010-03-07 19:53] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 19:53] [IC: Local Do] * Whats wrong with the bike? *      ((John Fendal))
[2010-03-07 19:53] [IC: Local Do] * the seatbelt stops jacob from smashing his head *      ((Jacob Washington))
[2010-03-07 19:53] [IC: Local Do] * Success, of course. *      ((LaTroy Linus))
[2010-03-07 19:53] [IC: Local Do] * Any ressistance? *      ((Nathan Spencer))
[2010-03-07 19:53] [IC: Local Do] * Screen: Access granted, hello cadet Romero. *      ((Mauricio Romero))
[2010-03-07 19:53] [IC: Local Do] * Success. *      ((LaTroy Linus))
[2010-03-07 19:54] [IC: Local Do] * Do my punches land into your face? *      ((Nathan Spencer))
[2010-03-07 19:54] [IC: Local Do] * Yep.. *      ((LaTroy Linus))
[2010-03-07 19:54] [IC: Local Do] * Matsuko is with the Gloves? *      ((Haruki Kenshi))
[2010-03-07 19:54] [IC: Local Do] * yes. *      ((Matsuko Kenshin))
[2010-03-07 19:54] [IC: Local Do] * 2 new clean polished black doors *      ((Paddy Felds))
[2010-03-07 19:54] [IC: Local Do] * What does Timothy see? *      ((Timothy York))
[2010-03-07 19:54] [IC: Local Do] * LaTroy's bleeding from his nose. *      ((LaTroy Linus))
